url,token title,flag
http://www.ahage.net/lunwen/4928.html,"访 德国 李 鸿章 洒泪 勉励 留 德 学生 报效 国家
",neg
http://www.ahage.net/lunwen/5384.html,"皖南 古 村落 遗产 保护 规划 管理 初探
",neg
http://www.ahage.net/lunwen/5881.html,"安徽 行政区划 与 区域 经济 发展
",neg
http://www.ahage.net/lunwen/5887_3.html,"倍 特 康 源 在 淮南 和 安徽 全省 发展 战略 方案 ( 3 )
",neg
http://www.ahage.net/lunwen/6708.html,"《 桐 旧 集 》 与 桐城 诗学
",neg
http://www.ahage.net/lunwen/7688.html,"近代 基督教 在 安徽 的 艰难 发展
",neg
http://www.ahage.net/lunwen/7919_2.html,"明代 安徽 书院 的 数量 、 分布 特征 及其 原因 分析 ( 2 )
",neg
http://www.ahage.net/lunwen/7919_4.html,"明代 安徽 书院 的 数量 、 分布 特征 及其 原因 分析 ( 4 )
",neg
http://www.ahage.net/lvyou/14380.html,"运漕 天主教堂
",neg
http://www.ahage.net/lvyou/14408.html,"江北 第一 名 山 —— 和 县 鸡笼 山 （ 图 ）
",neg
http://www.ahage.net/lvyou/14546.html,"肥东 石 塘 镇 ： 海 天 “ 浮 ” 来 浮 槎山
",neg
http://www.ahage.net/lvyou/14689.html,"桐城 “ 棋盘 石 ” 的 传说
",neg
http://www.ahage.net/lvyou/15226.html,"泾县 水 西 双塔 : 大观 塔 和 小 方塔
",neg
http://www.ahage.net/lvyou/16351.html,"以 水 代兵 酿 惨祸 的 浮山 堰
",neg
http://www.ahage.net/lvyou/16382.html,"朱 元璋 的 发祥之地 —— 凤阳 龙 兴寺
",neg
http://www.ahage.net/lvyou/16989.html,"花 亭 湖畔 狄公亭 —— 狄仁杰 归葬 何处
",neg
http://www.ahage.net/lvyou/17099.html,"旺 川 ： 徽州 古 村落 的 历史 积淀
",pos
http://www.ahage.net/lvyou/17239.html,"徽州 古 村 —— 柯 村 乡 翠林村
",pos
http://www.ahage.net/lvyou/17240.html,"徽州 古 村 —— 洪 星乡奕村
",neg
http://www.ahage.net/lvyou/17386_2.html,"定远 县 四百 年 “ 黄连 头 ” 能知 风雨 ？ ( 2 )
",neg
http://www.ahage.net/lvyou/17613.html,"新四军 游击 支队 指挥部 旧址 —— 怀远县 唐 集镇 耿 集 小学
",neg
http://www.ahage.net/lvyou/18589_3.html,"浮山 揽胜 ( 3 )
",neg
http://www.ahage.net/lvyou/18615.html,"枞阳 浮山 奇峰
",neg
http://www.ahage.net/lvyou/18628.html,"记忆 中 的 “ 歇 驾 寺 ” —— 由 龙 纹 石雕 碎片 碰 出 的 记忆
",neg
http://www.ahage.net/lvyou/18832.html,"千年 朱 旺 村 九 井 十三 桥
",neg
http://www.ahage.net/lvyou/19366.html,"回望 千 年 古镇 —— 万安
",pos
http://www.ahage.net/lvyou/19901.html,"水墨 宏村
",neg
http://www.ahage.net/lvyou/19996.html,"庐江 八 景 之 一 “ 绣 溪 春涨 ” 文化 寻踪 （ 组图 ）
",neg
http://www.ahage.net/lvyou/20002.html,"庐江县 建置 始 于 何年 ？
",neg
http://www.ahage.net/lvyou/20359.html,"华东 第一 大 峡谷 ： 肖 坑 大峡谷 （ 组图 ）
",neg
http://www.ahage.net/lvyou/20869_2.html,"东至 古迹 知 多少 ( 2 )
",neg
http://www.ahage.net/lvyou/2087.html,"一个 不 该 遗忘 的 徽州 古 村落 —— 水 岚
",pos
http://www.ahage.net/lvyou/21044_2.html,"寻访 陈 延年 陈乔 年 读书处 ( 2 )
",neg
http://www.ahage.net/lvyou/21180.html,"沧桑 任 家 坡 和 任氏 宅第
",neg
http://www.ahage.net/lvyou/21561.html,"道德 中宫
",neg
http://www.ahage.net/lvyou/21563_2.html,"亳州 华 祖庵 与 华佗 故居 ( 2 )
",neg
http://www.ahage.net/lvyou/22532.html,"风情 姥山岛
",neg
http://www.ahage.net/lvyou/2279.html,"长江 江中 绝 岛 —— 小 孤山
",neg
http://www.ahage.net/lvyou/22863_2.html,"宁国 千秋 关 ( 2 )
",neg
http://www.ahage.net/lvyou/23177.html,"江南 三 大 私家 名园 之 一—— 鲍 家 花园
",pos
http://www.ahage.net/lvyou/23180.html,"歙县 金川 乡 搁 船 尖 风景区
",pos
http://www.ahage.net/lvyou/23290.html,"徽商 故里 、 千 年 古 村 、 生态 之 乡 —— 休宁 商山
",pos
http://www.ahage.net/lvyou/23792.html,"一 座 消失 的 徽商 大 宅院 —— 吴 怡 德堂
",pos
http://www.ahage.net/lvyou/23794.html,"岭南 三 溪
",neg
http://www.ahage.net/lvyou/23796_2.html,"浙 岭 看 亭 ( 2 )
",neg
http://www.ahage.net/lvyou/23930.html,"惜阴 亭 和 洗 墨池 —— 为了 忘却 的 纪念
",neg
http://www.ahage.net/lvyou/24390.html,"东至县 枣林湾 遗址
",neg
http://www.ahage.net/lvyou/24396.html,"东至县 境内 的 革命 纪念地
",neg
http://www.ahage.net/lvyou/24521.html,"桐城 朱 家墩 遗址
",neg
http://www.ahage.net/lvyou/24781.html,"和 县 猿人 遗址 过去 、 现在 与 将来
",neg
http://www.ahage.net/lvyou/26850.html,"呈现 出 汉 风流 韵 的 孔雀 东南 飞 影视城
",neg
http://www.ahage.net/lvyou/26861.html,"怀宁 名胜 —— 瀼溪 环曲藕 飘香
",pos
http://www.ahage.net/lvyou/26863.html,"怀宁 名胜 —— 风光旖旎 独 秀山
",pos
http://www.ahage.net/lvyou/26958.html,"巢湖 四 大 温泉 览胜
",neg
http://www.ahage.net/lvyou/27530.html,"亳州 花 戏楼 铁 旗杆 一 场 有惊无险 的 灭顶之灾
",neg
http://www.ahage.net/lvyou/28277.html,"神密 的 观音 岩
",neg
http://www.ahage.net/lvyou/29277.html,"新 文化 运动 旗手 叶落归根 处
",neg
http://www.ahage.net/lvyou/29279.html,"“ 肥东 粮仓 ” 长 临河
",neg
http://www.ahage.net/lvyou/31185.html,"美 溪河 —— 青 弋江
",neg
http://www.ahage.net/lvyou/31674.html,"卧 牛山·洗耳 池 公园
",neg
http://www.ahage.net/lvyou/31920.html,"临 淮 岗 风景区
",neg
http://www.ahage.net/lvyou/359.html,"婺源 ： 粉墙 青山 盈 水间
",pos
http://www.ahage.net/lvyou/399.html,"中国 乡村 最 古老 的 公共 花园 —— 徽州 水口
",neg
http://www.ahage.net/lvyou/5399.html,"绩溪 龙川 兵部 尚书 故居
",neg
http://www.ahage.net/lvyou/ganlusi-jiuhuashanchongyaosimiaozhiyi.html,"甘露 寺 —— 九华山 重要 寺庙 之 一
",neg
http://www.ahage.net/lvyou/tongcheng-jiawenyumeijingtongzai-zutu.html,"桐城 ： 佳 文 与 美景 同 在 （ 组图 ）
",neg
http://www.ahage.net/lvyou/xuxiake-huangshanyouji_4.html,"徐霞客 《 黄山 游记 》 ( 4 )
",neg
http://www.ahage.net/lvyoumeishi/31824.html,"金寨 天麻
",neg
http://www.ahage.net/lvyoumeishi/32115.html,"中外 游客 畅游 白马 潭 ， 秋季 山水 之 旅 “ 斑斓 ” 呈
",neg
http://www.ahage.net/maanshan/21685.html,"当涂 艺 话 —— 不 惹 庵御诗
",neg
http://www.ahage.net/mingren/1062_2.html,"安徽 历史 名人 —— 管仲 ( 2 )
",neg
http://www.ahage.net/mingren/1063_3.html,"安徽 历史 名人 —— 老子 ( 3 )
",neg
http://www.ahage.net/mingren/1070.html,"安徽 历史 名人 —— 鲁肃
",neg
http://www.ahage.net/mingren/1071_3.html,"安徽 历史 名人 —— 包拯 ( 3 )
",neg
http://www.ahage.net/mingren/1071_5.html,"安徽 历史 名人 —— 包拯 ( 5 )
",neg
http://www.ahage.net/mingren/10731.html,"李 鸿 章 的 祖父 —— 李 殿华
",neg
http://www.ahage.net/mingren/10733.html,"李 瀚章 和 李鸿 章 兄弟
",neg
http://www.ahage.net/mingren/1082_2.html,"安徽 历史 名人 —— 胡 适 ( 2 )
",neg
http://www.ahage.net/mingren/1083_3.html,"安徽 名人 —— 陶 行知 ( 3 )
",neg
http://www.ahage.net/mingren/1090.html,"抗日 名将 —— 孙 立人
",neg
http://www.ahage.net/mingren/12258.html,"一 代 历 算 大师 梅 文鼎
",neg
http://www.ahage.net/mingren/14289.html,"孙 立人 将军 在 金牛山 的 往事
",neg
http://www.ahage.net/mingren/14507.html,"百家讲坛 ： 华佗 之死 （ 视频 ）
",neg
http://www.ahage.net/mingren/15836_2.html,"许 世英 三 年 治 闽 颇 多 建树 ( 2 )
",neg
http://www.ahage.net/mingren/16034.html,"鱼鳞 图册 —— 朱 元璋 的 “ 美 政 档案 ”
",neg
http://www.ahage.net/mingren/16451.html,"钱澄 之 记 顾 炎武
",neg
http://www.ahage.net/mingren/1685.html,"安徽 名人 —— 王 蕃
",neg
http://www.ahage.net/mingren/16853.html,"“ 抗战 诗人 ” 田间 的 故乡 情
",neg
http://www.ahage.net/mingren/1720.html,"容忍 ： 胡 适 自由思想 的 根本
",neg
http://www.ahage.net/mingren/1747.html,"杰出 的 外交家 ， 龚 澎 —— 外交部 第一 个 女 司长
",neg
http://www.ahage.net/mingren/17703.html,"方 以 智 出 生地 考
",neg
http://www.ahage.net/mingren/19372.html,"毛 泽东 评价 最 多 的 历史 人物 是 曹 操
",neg
http://www.ahage.net/mingren/19715.html,"庄子 的 “ 真善美 ” 故事
",neg
http://www.ahage.net/mingren/19840.html,"方苞 ： 朝 闻 道 ， 夕 死 可 也
",neg
http://www.ahage.net/mingren/19847.html,"方苞 不 写诗 姚 鼐 不 作词
",neg
http://www.ahage.net/mingren/20192.html,"徽州 一 古 村村 民 整体 搬迁 古建 全部 拆除
",pos
http://www.ahage.net/mingren/20630.html,"同学 少年 多 奇志 —— 王稼祥 在 芜湖 的 青春 岁月
",neg
http://www.ahage.net/mingren/20856.html,"金芝—— 安徽 剧坛 不 老松
",neg
http://www.ahage.net/mingren/21078.html,"苏 雪林 先生 生平 介绍
",neg
http://www.ahage.net/mingren/21088.html,"苏 雪林 挑起 的 一 场 台湾 象征 诗 论战
",neg
http://www.ahage.net/mingren/22051.html,"就读 于 安徽 省立 二 师 时 的 柯 庆施
",neg
http://www.ahage.net/mingren/22773.html,"将军 英名 化 春雨 —— 罗 炳辉 将军 与 天长 炳 辉 中学 的 创办
",neg
http://www.ahage.net/mingren/23033.html,"陶 行知 启蒙 老师 方 庶咸 传略
",pos
http://www.ahage.net/mingren/23304.html,"陈 独秀 凄凉 迁葬
",neg
http://www.ahage.net/mingren/23405.html,"罗 炳辉 一 坐骑 来自 马 集 农家
",neg
http://www.ahage.net/mingren/23694.html,"毕 沅与梅
",neg
http://www.ahage.net/mingren/23749.html,"生命 虽 短暂 ， 丹心 照 汗青 —— 追忆 革命 英烈 康 培濂
",neg
http://www.ahage.net/mingren/23920.html,"《 蒋经国 传 》 作者 江南 归葬 黄山 始末
",neg
http://www.ahage.net/mingren/24856.html,"陈 独秀 与 刘 海粟
",neg
http://www.ahage.net/mingren/25136.html,"山东 蓬莱 ? 河南 濮阳 ? 安徽 定远 ? 戚 继光 到底 是 哪里人
",neg
http://www.ahage.net/mingren/25562.html,"与 章伯钧 夫人 李 健生 一面之缘
",neg
http://www.ahage.net/mingren/26095.html,"陈 独秀 书法 能 写 几 种 字体
",neg
http://www.ahage.net/mingren/26213.html,"徽州 才女 吴 藻的 感情 人生
",pos
http://www.ahage.net/mingren/26220.html,"皖土状 元 —— 状元 扛 枪
",neg
http://www.ahage.net/mingren/26759.html,"琴 操 入神 桃李 芬芳 —— 二胡 演奏家 瞿 安华 小传
",neg
http://www.ahage.net/mingren/26881.html,"名人 轶事 —— 韩 美林
",neg
http://www.ahage.net/mingren/27245.html,"柯 庆施 女儿 柯 六六 的 童年
",neg
http://www.ahage.net/mingren/31202.html,"江淮 艺人 之 赵 朴初
",neg
http://www.ahage.net/mingren/31207_5.html,"江淮 艺人 之 梁巘 ( 5 )
",neg
http://www.ahage.net/mingren/407.html,"抗倭 名将 —— 胡 宗宪
",pos
http://www.ahage.net/mingren/4672.html,"苏 雪林 生平 及 写作 生涯 介绍
",neg
http://www.ahage.net/mingren/4746_2.html,"李 鸿章 铁 事 三 则 ( 2 )
",neg
http://www.ahage.net/mingren/6710.html,"刘 开 逸事
",neg
http://www.ahage.net/mingren/6730.html,"姚 莹 真正 称 得 上 “ 爱 台湾 ”
",neg
http://www.ahage.net/mingren/6733.html,"方东 树 其人其事
",neg
http://www.ahage.net/mingren/6770.html,"阮 大铖 的 “ 推 之 不 去 ”
",neg
http://www.ahage.net/mingren/6778.html,"方苞 的 第十六 代 孙 方东 美
",neg
http://www.ahage.net/mingren/6803.html,"郑 之珍 籍贯 考
",neg
http://www.ahage.net/mingren/6856.html,"祁红 创制 人 胡 元龙
",pos
http://www.ahage.net/mingren/6860.html,"药物 学家 陈 嘉谟
",neg
http://www.ahage.net/mingren/6863.html,"丞相 汪 伯彦
",neg
http://www.ahage.net/mingren/6921.html,"胡 之璧 ： “ 胡氏 细胞株 ” 的 发明者
",neg
http://www.ahage.net/mingren/6926.html,"京剧 鼻祖 程 长庚 的 戏 里 戏外
",pos
http://www.ahage.net/mingren/7171.html,"皖东 抗日 女英雄 ： 汪 道涵 的 结发 夫人 戴 锡可
",neg
http://www.ahage.net/mingren/7174.html,"皮 定 均 中将 和 他 的 妻子
",neg
http://www.ahage.net/mingren/72.html,"伟大 的 人民 教育家 ── 陶 行知
",pos
http://www.ahage.net/mingren/7985.html,"李 鸿章 与 仓房
",neg
http://www.ahage.net/mingren/9350.html,"徐 悲鸿 与 孙 多慈 的 爱情 始末
",neg
http://www.ahage.net/mingren/chimingzhongwaidemoshudashizhutengyun.html,"驰名中外 的 魔术 大师 朱 腾云
",neg
http://www.ahage.net/mingren/china-liuxueshengshiyedexianqu-ronghong_2.html,"中国 留学生 事业 的 先驱 —— 容闳 ( 2 )
",neg
http://www.ahage.net/mingren/china-liuxueshengshiyedexianqu-ronghong_3.html,"中国 留学生 事业 的 先驱 —— 容闳 ( 3 )
",neg
http://www.ahage.net/mingren/china-liuxueshengshiyedexianqu-ronghong_4.html,"中国 留学生 事业 的 先驱 —— 容闳 ( 4 )
",neg
http://www.ahage.net/mingren/china-liuxueshengshiyedexianqu-ronghong_5.html,"中国 留学生 事业 的 先驱 —— 容闳 ( 5 )
",neg
http://www.ahage.net/mingren/lihongzhangdeqinjia-futaijiangongdewuzancheng.html,"李 鸿 章 的 亲家 —— 抚 台 建功 的 吴 赞诚
",neg
http://www.ahage.net/news/1100.html,"唱 念 做 舞 皆 人物 —— 访 京剧 表演 艺术家 叶 少兰
",neg
http://www.ahage.net/news/13596.html,"从 《 雷雨 》 看 安徽省 黄梅戏 剧院 改革 发展 之 路
",neg
http://www.ahage.net/news/13857.html,"朱 元璋 义子 之墓 惊 现 滁州
",neg
http://www.ahage.net/news/14300.html,"亳州 将 修复 运 兵道 推 曹 魏 军事 旅游 文化
",neg
http://www.ahage.net/news/15172.html,"全球 首 套 宣纸 邮票 将 在 宣城 首发
",pos
http://www.ahage.net/news/16287.html,"一 座 文化 的 丰碑 —— 亳州市 博物馆
",neg
http://www.ahage.net/news/16295.html,"安庆市 宿松县 将 建 黄梅戏 文化 主题 公园
",neg
http://www.ahage.net/news/16448.html,"萧县 皇藏峪 古 树 群落 被 认定 全国 最 大
",neg
http://www.ahage.net/news/1671.html,"皖一 地方志 学者 撰文 认为 ： 黄梅戏 发源地 当 属 宿松
",neg
http://www.ahage.net/news/16793.html,"萧县 ： 书画 之 乡 韵 更 浓
",neg
http://www.ahage.net/news/18083.html,"安徽 ： 深化 体制 改革 推动 文化 发展
",neg
http://www.ahage.net/news/18093_3.html,"百年 木偶戏 快活 在 山村 ( 组图 ) ( 3 )
",neg
http://www.ahage.net/news/18229.html,"臧 世凯 : 精心 谋划 文化 发展 蓝图 推动 文化 大 繁荣
",neg
http://www.ahage.net/news/18693.html,"忠诚 奋斗 一生 涂 保 和 青春 贡献 群文 工作
",neg
http://www.ahage.net/news/18812.html,"安徽 祁门 ： “ 松 ” 香 醉 农家 （ 图 ）
",pos
http://www.ahage.net/news/19010.html,"安庆 宿松 发现 30 余 种 黄梅戏 手抄本 ( 组图 )
",neg
http://www.ahage.net/news/20358.html,"当代 著名 花鸟画家 余涛 画展 在 肥 举行
",neg
http://www.ahage.net/news/20460.html,"古籍 保护 暨 《 中华 古籍 总 目 · 安徽 卷 》 编纂 工作 会议 召开
",neg
http://www.ahage.net/news/20511.html,"白蚁 成 患 百年 老宅 几 成 危房 专家 前往 寻 源
",neg
http://www.ahage.net/news/20546.html,"安庆 一 清代 古屋 面临 拆迁 市民 联名 上 书 求 保护
",neg
http://www.ahage.net/news/20997_3.html,"凤阳 举行 万 名 党员 “ 缅怀 先烈 重温 入党 誓词 ” 活动 ( 3 )
",neg
http://www.ahage.net/news/21630.html,"记 全省 宣传 文化 系统 “ 青年 拔尖 人才 ” 段 婷婷
",neg
http://www.ahage.net/news/22239.html,"磨 店 乡 小区 公开 征 名 征 出 历史 名人
",neg
http://www.ahage.net/news/22271.html,"潜山县 开展 第四 批 国家级 非 遗 传承 人 资料片 录制
",neg
http://www.ahage.net/news/22287.html,"轻 喜 庐 歌剧 《 女 村长 》 合肥 成功 首演
",neg
http://www.ahage.net/news/22520.html,"合肥 三河 古镇 淹没 在 叫卖声 中 呼唤 回归 纯朴
",neg
http://www.ahage.net/news/22687.html,"皖北 农村 多 “ 画家 ” 户户 瀚墨香
",neg
http://www.ahage.net/news/22826.html,"繁昌 新港 发现 一 完好 宋 墓墓 主 应 出身 富足 之 家
",neg
http://www.ahage.net/news/22922.html,"笔墨 书 华彩 耄耋 夕 阳红
",neg
http://www.ahage.net/news/23055.html,"岳西县 多部门 联合 开展 文保 单位 安全 大 检查
",neg
http://www.ahage.net/news/23827.html,"巢湖 民歌 传承 基地 落户 烔炀 中学
",neg
http://www.ahage.net/news/23959.html,"弘扬 老子 道家 文化 涡阳 道 源 国家 湿地 公园 获 批
",neg
http://www.ahage.net/news/24084.html,"祁门县 祁红 乡 农家 书屋 人气 “ 旺 ”
",pos
http://www.ahage.net/news/24268.html,"安徽 各地 “ 花 ” 好 “ 灯 ” 红 闹 元宵 ( 图 )
",neg
http://www.ahage.net/news/24274.html,"安徽 全椒 正月 十六万 人 “ 走 太平 ” （ 图 ）
",neg
http://www.ahage.net/news/24505.html,"亟盼 广阔 舞台 民办 博物馆 的 “ 养 馆 ” 之 路
",neg
http://www.ahage.net/news/24582.html,"关于 第十六 届 “ 群星 奖 ” 作品 类 项目 申报 工作 的 通知
",neg
http://www.ahage.net/news/24707.html,"合肥 50 场 庐 歌剧 《 女 村长 》 巡演 启动
",neg
http://www.ahage.net/news/24747.html,"岳西 出土 一 批 北宋 文物
",neg
http://www.ahage.net/news/24774.html,"宁静致远 苦练 不 缀 —— 记 小 城 书法家 汤 务民
",neg
http://www.ahage.net/news/25056.html,"烔炀 老街 李 鸿章 当铺 将 得到 保护
",neg
http://www.ahage.net/news/25166.html,"关于 举办 第二 届 全省 曲艺 小品 大赛 的 通知
",neg
http://www.ahage.net/news/25182.html,"天堂寨 举行 盛大 祭拜 大别山 山水 活动 ( 组图 )
",neg
http://www.ahage.net/news/25372.html,"2012年 芜湖市 少儿 文艺 调演 拉开 帷幕
",neg
http://www.ahage.net/news/25419.html,"桐城 女杰 施 剑 翘 传奇 故事 搬 上 黄梅戏 舞台
",neg
http://www.ahage.net/news/25592.html,"指尖 上 的 皖南 : “ 非 遗 ” 中国式 守护
",neg
http://www.ahage.net/news/25603.html,"关于 文化馆 免费 开放 工作 的 调查 与 思考
",neg
http://www.ahage.net/news/25613.html,"凤阳 明 中 都皇 故城 及 皇陵 保护 规划 获 国家 批准
",neg
http://www.ahage.net/news/25766.html,"百年 “ 江西 会馆 ” 终 复 风采
",neg
http://www.ahage.net/news/25876.html,"黄梅戏 鼻祖 蔡 仲 贤 手书 唱本 被 发现
",neg
http://www.ahage.net/news/26007.html,"天柱山 黄梅戏 剧团 荣获 省 “ 百佳 剧团 ” 称号
",neg
http://www.ahage.net/news/26207.html,"现代 文学 巨匠 张恨水 铜像 在 潜山 落成
",neg
http://www.ahage.net/news/26364.html,"大型 黄梅戏 《 孝行 天下 》 滁州 “ 首演 ”
",neg
http://www.ahage.net/news/26395.html,"安徽省 出台 《 文化 强 省 建设 实施 纲要 》
",neg
http://www.ahage.net/news/26397.html,"安徽省 大别山 文化 研究院 在 合肥 成立
",neg
