url,token title,flag
http://cul.anhuinews.com/system/2008/04/01/001982818.shtml,"猎奇 “ 赴宴 人 ” 让 文化 盛宴 尴尬 - 博物馆 -
",neg
http://cul.anhuinews.com/system/2008/04/02/001983710.shtml,"古井 案 "" 国企 掌 门人 "" 监守 自盗 - 古井 集团 -
",neg
http://cul.anhuinews.com/system/2008/04/02/001983857.shtml,"南方 新春 饮 三 道 茶 有 讲究 - 饮茶 -
",neg
http://cul.anhuinews.com/system/2008/04/02/001983874.shtml,"挑 好茶 要 鲜 和 香 - 好茶 -
",neg
http://cul.anhuinews.com/system/2008/04/03/001984886.shtml,"越狱 - 越狱 , 保罗 ・卢迪提斯 , 重庆 出版社 -
",neg
http://cul.anhuinews.com/system/2008/04/03/001985284.shtml,"吴 美莲 摘 下 “ 仙女 花 ” - 吴 美莲 , 黄梅戏 -
",neg
http://cul.anhuinews.com/system/2008/04/03/001985290.shtml,"小岗村 题材 首 次 被 我省 搬 上 舞台 - 小岗村 , 冬天 里 的 手印 , 安徽省 徽 京剧 院 -
",neg
http://cul.anhuinews.com/system/2008/04/07/001986476.shtml,"《 一个 女人 的 史诗 》 芜湖 人・芜湖 事 - 一个 女人 的 史诗 , 赵 薇 -
",neg
http://cul.anhuinews.com/system/2008/04/07/001986510.shtml,"古 徽州 婚俗 表演 - 徽州 婚俗 -
",pos
http://cul.anhuinews.com/system/2008/04/08/001988174.shtml,"安徽 可以 吃 到 十六 种 传统 美食 - 徽菜 , 雪 天牛 尾狸 , 麻 丰 糕 , 蛏干 烧肉 , 腐乳 爆 肉 -
",neg
http://cul.anhuinews.com/system/2008/04/09/001988566.shtml,"《 立春 》 全国 首映式 在 蚌埠 举行 - 立春 , 蒋雯丽 -
",neg
http://cul.anhuinews.com/system/2008/04/11/001990500.shtml,"徽商 大会 筹备 紧锣密鼓 - 徽商 大会 -
",pos
http://cul.anhuinews.com/system/2008/04/14/001991911.shtml,"“ 天下 徽商 ” 五月 聚首 故里 - 徽商 大会 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997194.shtml,"千年 古 徽州 ： 黄山 - 徽州 , 黄山 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997195.shtml,"宣城 ： 中国 文房四宝 之 乡 - 宣城 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997199.shtml,"还原 徽州 旧貌 国家 投巨资 保护 徽州 古城 - 徽州 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997297.shtml,"卤肉 豆沙 酥饼 - 徽菜 飘香 , 卤肉 豆沙 酥 饼 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997302.shtml,"安徽 菜 莲蓬 鱼 - 安徽 菜 莲蓬 鱼 , 徽菜 飘香 -
",pos
http://cul.anhuinews.com/system/2008/04/22/001997333.shtml,"朱 元璋 与 凤阳 酿 豆腐 - 凤阳 酿 豆腐 -
",neg
http://cul.anhuinews.com/system/2008/04/24/001999066.shtml,"歌德 堡 号 沉船 上 松萝 茶 回 娘家 - 松萝 茶 -
",neg
http://cul.anhuinews.com/system/2008/04/28/002002001.shtml,"野菜 扣 香鹑 - 徽菜 飘香 , 野菜 扣 香 鹑-
",neg
http://cul.anhuinews.com/system/2008/05/04/002005327.shtml,"徽州 吃 文化 - 徽州 -
",pos
http://cul.anhuinews.com/system/2008/05/04/002005339.shtml,"青菜 吃 得 多 的 四 大 害处 - 青菜 -
",neg
http://cul.anhuinews.com/system/2008/05/04/002005343.shtml,"吃 什么 水果 可以 防 醉酒 - 西瓜 , -
",neg
http://cul.anhuinews.com/system/2008/05/06/002007342.shtml,"食物 简单 就 是 美 - 食物 -
",neg
http://cul.anhuinews.com/system/2008/05/06/002007352.shtml,"四川 麻辣烫 的 起源 - 麻辣烫 -
",neg
http://cul.anhuinews.com/system/2008/05/06/002007357.shtml,"绝对 禁忌 的 12 种 筷子 用法 - 筷子 -
",neg
http://cul.anhuinews.com/system/2008/05/06/002007360.shtml,"花草 茶 "" 混 搭 : 别 超过 3 种 - 花草 茶 -
",neg
http://cul.anhuinews.com/system/2008/05/06/002007403.shtml,"亲近 原始 大自然 的 花草 茶 - 花草 茶 -
",neg
http://cul.anhuinews.com/system/2008/05/07/002008643.shtml,"夏天 要 多 吃 的 三 种 蔬菜 - 蔬菜 , -
",neg
http://cul.anhuinews.com/system/2008/05/15/002014981.shtml,"时 白 林 ： 马兰 为何 离开 舞台 请问 余 秋雨 - 时白林-
",neg
http://cul.anhuinews.com/system/2008/05/22/002019858.shtml,"寻找 生命 的 战斗 - 皖籍 原创 -
",neg
http://cul.anhuinews.com/system/2008/05/22/002020061.shtml,"徽商 大会 与 黄山 相互 增辉 - 徽商 大会 -
",pos
http://cul.anhuinews.com/system/2008/05/26/002022688.shtml,"徽 酒 主导 高淳 市场 - 徽 酒 -
",pos
http://cul.anhuinews.com/system/2008/05/27/002023837.shtml,"庐 剧・ 装神弄鬼 - 剧本 赏析 -
",neg
http://cul.anhuinews.com/system/2008/05/28/002024818.shtml,"5月 13日 ， 第2 天 全力 抢险 救灾 ( 5 ) -
",neg
http://cul.anhuinews.com/system/2008/05/28/002024822.shtml,"5月 13日 ， 第2 天 全力 抢险 救灾 ( 4 ) -
",neg
http://cul.anhuinews.com/system/2008/06/04/002030369.shtml,"吃 烤肉 千万 不 能 喝 可乐 - 烤肉 -
",neg
http://cul.anhuinews.com/system/2008/06/10/002035275.shtml,"泾县 宣纸 文化园 吸引 海内外 宾朋 - 宣纸 -
",neg
http://cul.anhuinews.com/system/2008/06/10/002035277.shtml,"黄梅戏 音乐 电视剧 《 诗仙 李白 》 横店 开拍 - 黄梅戏 -
",neg
http://cul.anhuinews.com/system/2008/06/11/002035892.shtml,"茶 与 婚礼 的 关系 --
",neg
http://cul.anhuinews.com/system/2008/06/13/002037604.shtml,"绩溪 名人 ： 胡 开文 - 绩溪 名人 -
",pos
http://cul.anhuinews.com/system/2008/06/13/002037629.shtml,"绩溪 名人 ： 胡雪 岩 - 胡雪 岩 简介 -
",pos
http://cul.anhuinews.com/system/2008/06/13/002037635.shtml,"绩溪 名人 ： 许 家朋 - 绩溪 名人 -
",pos
http://cul.anhuinews.com/system/2008/06/13/002038134.shtml,"绩溪 ： 好 一 块 文化 厚 土 - 绩溪 -
",pos
http://cul.anhuinews.com/system/2008/06/17/002040568.shtml,"安徽 新安 书画 艺术 研究会 成立 - 新安 画派 -
",pos
http://cul.anhuinews.com/system/2008/06/18/002041590.shtml,"龙 与 中国 饮食 文化 - 饮食 文化 -
",neg
http://cul.anhuinews.com/system/2008/06/18/002041611.shtml,"谨防 用 浓茶醋 解酒 的 误区 - 解酒 -
",neg
http://cul.anhuinews.com/system/2008/06/18/002041639.shtml,"早起 不宜 空腹 喝 浓茶 - 浓茶 -
",neg
http://cul.anhuinews.com/system/2008/06/23/002046163.shtml,"水之唱-水原 , 水上 原子 , 作家 专栏 -
",neg
http://cul.anhuinews.com/system/2008/06/23/002046186.shtml,"剃 伤 - 水原 , 水上 原子 , 作家 专栏 -
",neg
http://cul.anhuinews.com/system/2008/06/23/002046192.shtml,"听说 秋 欲 来 - 水原 , 水上 原子 , 作家 专栏 -
",neg
http://cul.anhuinews.com/system/2008/06/24/002046682.shtml,"2008 雪花 啤酒节 完美 闭幕 - 雪花 啤酒节 -
",neg
http://cul.anhuinews.com/system/2008/06/24/002046908.shtml,"徽 茶 风俗 ： 给 客人 不 斟满 茶 - 徽 茶 -
",pos
http://cul.anhuinews.com/system/2008/06/25/002047924.shtml,"徽州 古 村 呈 坎 将 申报 国家级 非物质 文化 遗产 - 徽州 -
",pos
http://cul.anhuinews.com/system/2008/06/25/002048175.shtml,"紫砂壶 与 功夫茶 的 缘份 - 紫砂壶 -
",neg
http://cul.anhuinews.com/system/2008/06/25/002048178.shtml,"可 雅 可 俗 的 多变 早茶 文化 - 茶文化 -
",neg
http://cul.anhuinews.com/system/2008/06/25/002048205.shtml,"茶文化 中 "" 敬茶 "" 的 礼仪 - 茶文化 -
",neg
http://cul.anhuinews.com/system/2008/06/26/002049228.shtml,"茶叶 保存 收藏 方法 是 门 艺术 - 茶叶 -
",neg
http://cul.anhuinews.com/system/2008/06/26/002049230.shtml,"茶文化 与 婚礼 的 关系 - 茶文化 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002051730.shtml,"合肥 举办 首 届 国际 啤酒节 - 国际 啤酒节 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052353.shtml,"沉潜 于 岁月 之 河 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052355.shtml,"行走 新安江 ( 二十四 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052363.shtml,"自恋 情结 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052376.shtml,"一 种 疏离 的 痛楚 （ 下 ） - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052408.shtml,"蝶影 抄 ： 那些 独特 的 女人 们 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052410.shtml,"蝶影 抄 ： 暴力 和 情色 的 禅 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052417.shtml,"读书 与 读人-赵焰-
",neg
http://cul.anhuinews.com/system/2008/06/30/002052420.shtml,"徽州 的 桥 - 赵 焰 -
",pos
http://cul.anhuinews.com/system/2008/06/30/002052544.shtml,"行走 新安江 ( 二十二 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052570.shtml,"行走 新安江 ( 十九 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052586.shtml,"行走 新安江 ( 十八 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052592.shtml,"行走 新安江 ( 十七 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052596.shtml,"行走 新安江 ( 十六 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/06/30/002052622.shtml,"行走 新安江 ( 之 九 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052813.shtml,"行走 新安江 ( 之六 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052841.shtml,"行走 新安江 ( 之四 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052852.shtml,"行走 新安江 ( 之 二 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052858.shtml,"行走 新安江 ( 之一 ) - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052871.shtml,"饮食男女 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052877.shtml,"饮食 大势 藏 玄机 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052885.shtml,"幸福 的 家眷 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052886.shtml,"闲情 偶 记 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052888.shtml,"伪君子 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052900.shtml,"美丽 的 烹饪 女子 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052903.shtml,"买 肉 买 到 外婆桥 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052905.shtml,"好 男儿 在 厨房 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052907.shtml,"过桥米线 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052909.shtml,"残忍 的 吃法 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052911.shtml,"“ 痛苦 ” 的 厨子 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052923.shtml,"千年 徽州 梦 - 赵 焰 -
",pos
http://cul.anhuinews.com/system/2008/07/01/002052930.shtml,"夜 兰花 ： 我 把 酷碟 给 你 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/01/002052963.shtml,"平凡 与 诗意 - 赵 焰 -
",neg
http://cul.anhuinews.com/system/2008/07/02/002053782.shtml,"合肥 老 画家 历时 两 年 手 绘 “ 红楼梦 ” - 红楼梦 -
",neg
http://cul.anhuinews.com/system/2008/07/02/002053872.shtml,"龙虾 的 48 种 美味 烧 法 - 龙虾 -
",neg
http://cul.anhuinews.com/system/2008/07/02/002053910.shtml,"爱喝 绿茶 的 女士 要 注意 - 绿茶 -
",neg
http://cul.anhuinews.com/system/2008/07/02/002054342.shtml,"东至 发现 四 座 古 徽 道桥 涵 - 古 徽 道 -
",pos
http://cul.anhuinews.com/system/2008/07/04/002056587.shtml,"六安瓜片 丰厚 的 文化 内涵 - 六安瓜片 -
",pos
http://cul.anhuinews.com/system/2008/07/04/002056589.shtml,"桐城 小 花 ： 文 都 香茗 ， 蕙质兰姿 - 桐城 小 花 -
",neg
http://cul.anhuinews.com/system/2008/07/04/002056635.shtml,"徽 茶文化 : 品茶 的 六 种 意境 - 徽 茶 -
",pos
http://cul.anhuinews.com/system/2008/07/07/002057580.shtml,"徽州 女人 与 水 陷 包 - 徽州 女人 -
",pos
http://cul.anhuinews.com/system/2008/07/07/002057932.shtml,"师 松 龄 先生 与 “ 新 徽派 版画 ” - 师 松 龄 -
",pos
http://cul.anhuinews.com/system/2008/07/08/002059016.shtml,"绩溪 炒 粉丝 - 徽菜 飘香 , 绩溪 炒粉 丝 -
",pos
http://cul.anhuinews.com/system/2008/07/08/002059029.shtml,"冰心 与 茉莉花茶 的 一 世 情缘 - 茉莉花茶 -
",neg
http://cul.anhuinews.com/system/2008/07/09/002059564.shtml,"新安 画派 - 新安 画派 -
",pos
http://cul.anhuinews.com/system/2008/07/10/002060543.shtml,"怎样 冲 出 靓茶来-靓茶-
",neg
http://cul.anhuinews.com/system/2008/07/10/002060549.shtml,"紫砂壶 要 用 茶 垢 来 养护 - 紫砂壶 -
",neg
http://cul.anhuinews.com/system/2008/07/10/002060553.shtml,"沏茶 的 最佳 温度 - 沏茶 -
",neg
http://cul.anhuinews.com/system/2008/07/11/002061545.shtml,"08 马鞍山 中国 李白 诗歌节 筹备 工作 启动 - 马鞍山 , 李白 诗歌节 -
",neg
http://cul.anhuinews.com/system/2008/07/11/002061549.shtml,"徽 文化 出版 精品 展销 月 今 启动 -
",pos
http://cul.anhuinews.com/system/2008/07/11/002061553.shtml,"安徽 鸭 叫 跳 - 徽菜 飘香 , 安徽 鸭 叫 跳 -
",pos
http://cul.anhuinews.com/system/2008/07/11/002061563.shtml,"黄山三美- 徽菜 飘香 , 黄山 三 美 -
",pos
http://cul.anhuinews.com/system/2008/07/11/002061598.shtml,"夏天 进食 应 以 稀薄 为主 - 进食 -
",neg
http://cul.anhuinews.com/system/2008/07/16/002065137.shtml,"宋元 时期 的 茶文化 - 茶文化 -
",neg
http://cul.anhuinews.com/system/2008/07/18/002067370.shtml,"让 徽 文化 “ 活 ” 起来 -
",pos
http://cul.anhuinews.com/system/2008/07/18/002067415.shtml,"“ 徽州 三 雕 ” 落魄 - 徽州 三 雕 -
",pos
http://cul.anhuinews.com/system/2008/07/18/002067546.shtml,"加速 向 文化 强 省 跨越 兴起 文化 建设 新 高潮 - 安徽 文化 -
",neg
http://cul.anhuinews.com/system/2008/07/21/002069047.shtml,"窑厂 取 土 挖 出 两 古墓 初 判 为 明代 石 墓-古墓 -
",neg
http://cul.anhuinews.com/system/2008/07/21/002069714.shtml,"蚌埠 淮 上 区 发现 东汉 墓葬 - 古墓 -
",neg
http://cul.anhuinews.com/system/2008/07/22/002070327.shtml,"工夫茶 里 的 “ 功夫 ” ( 图 ) - 工夫茶 -
",neg
http://cul.anhuinews.com/system/2008/07/22/002070335.shtml,"啤酒 名称 在 中国 的 由来 - 啤酒 -
",neg
http://cul.anhuinews.com/system/2008/07/22/002070953.shtml,"专家 建议 夏季 宜 喝 绿茶 - 绿茶 -
",neg
http://cul.anhuinews.com/system/2008/07/23/002071703.shtml,"宣纸 长卷 《 潘 立 纲 集 印 选 》 捐赠 仪式 举行 - 宣纸 -
",pos
http://cul.anhuinews.com/system/2008/07/25/002074078.shtml,"百年 历史 的 皮蛋 典故 - 皮蛋 -
",neg
http://cul.anhuinews.com/system/2008/07/25/002074135.shtml,"张 恨水 故居 遭 拆除 实在 可惜 - 张恨水 -
",neg
http://cul.anhuinews.com/system/2008/07/28/002075709.shtml,"新安 医学 论坛 在 黄山市 开幕 - 新安 医学 -
",pos
http://cul.anhuinews.com/system/2008/07/30/002078014.shtml,"皖造 宣纸 书写 奥运 荣耀 - 宣纸 -
",neg
http://cul.anhuinews.com/system/2008/07/30/002078358.shtml,"倾听 心灵 的 声音 - 吴 子长 , 专栏 作家 -
",neg
http://cul.anhuinews.com/system/2008/07/30/002078364.shtml,"1982年 的 啤酒 - 吴 子长 , 专栏 作家 -
",neg
http://cul.anhuinews.com/system/2008/07/30/002078640.shtml,"皖南 花鼓戏 期待 保护 传承 - 花鼓 灯 -
",neg
http://cul.anhuinews.com/system/2008/07/30/002078647.shtml,"黄梅戏 《 美人蕉 》 晋 京 演出 - 美人蕉 -
",neg
http://cul.anhuinews.com/system/2008/07/31/002079322.shtml,"朱 洪武 豆腐 - 徽菜 飘香 , 朱 洪武 豆腐 -
",neg
http://cul.anhuinews.com/system/2008/07/31/002079361.shtml,"凤尾 虾 排 - 徽菜 飘香 , 凤尾 虾 排 -
",neg
http://cul.anhuinews.com/system/2008/08/04/002081865.shtml,"安徽 花鼓 灯 艺术团 在 突尼斯 成功 访 演 - 花鼓 灯 -
",neg
http://cul.anhuinews.com/system/2008/08/06/002084401.shtml,"古 村落 之晨-鲍加 , 专题 -
",neg
http://cul.anhuinews.com/system/2008/08/07/002084891.shtml,"鸡 茸烩蛤士蟆 - 徽菜 飘香 -
",neg
http://cul.anhuinews.com/system/2008/08/07/002084893.shtml,"茶叶 熏鸡 - 徽菜 飘香 , 茶叶 熏鸡 -
",pos
http://cul.anhuinews.com/system/2008/08/07/002084912.shtml,"绩溪 风味 小吃 - 绩溪 -
",pos
http://cul.anhuinews.com/system/2008/08/07/002084962.shtml,"名茶 是 怎样 评 出来 的 - 名茶 -
",neg
http://cul.anhuinews.com/system/2008/08/07/002084977.shtml,"品茶 之 道 与 僧人 的 修身 之 道 - 品茶 -
",neg
