url,domain,title,segment,target
http://cul.anhuinews.com/system/2009/03/09/002222697.shtml,anhuinews.com,老人冬季少喝茶 喝茶最好放红枣-喝茶-中安在线-徽文化,老人 冬季 少 喝茶 喝茶 最 好 放 红枣 - 喝茶 -,
http://cul.anhuinews.com/system/2009/03/09/002222702.shtml,anhuinews.com,黄山银钩 徽文化频道 中安在线,黄山 银钩,
http://cul.anhuinews.com/system/2009/03/09/002222704.shtml,anhuinews.com,泾县特尖-名茶-中安在线-徽文化,泾县特尖 - 名茶 -,
http://cul.anhuinews.com/system/2009/03/09/002222763.shtml,anhuinews.com,“喜酒不醉人”的俗语由来-酒-中安在线-徽文化,“ 喜酒 不 醉 人 ” 的 俗语 由来 - 酒 -,
http://cul.anhuinews.com/system/2009/03/09/002222863.shtml,anhuinews.com,徽雕技艺代代传-徽雕-中安在线-徽文化,徽雕 技艺 代代 传 - 徽雕 -,
http://cul.anhuinews.com/system/2009/03/11/002224198.shtml,anhuinews.com,金寨革命烈士陵园被列为省级文化保护单位-金寨-中安在线-徽文化,金寨 革命 烈士陵园 被 列为 省级 文化 保护 单位 - 金寨 -,
http://cul.anhuinews.com/system/2009/03/13/002225497.shtml,anhuinews.com,安徽最高的塔：安庆迎江寺振风塔-安庆迎江寺振风塔-中安在线-徽文化,安徽 最高 的 塔 ： 安庆 迎 江寺振 风塔-安 庆迎江寺 振 风塔 -,
http://cul.anhuinews.com/system/2009/03/13/002225498.shtml,anhuinews.com,安徽最小的楼阁式古塔：利辛纪家塔-利辛纪家塔-中安在线-徽文化,安徽 最 小 的 楼阁 式 古塔 ： 利辛 纪家塔-利辛纪 家塔 -,
http://cul.anhuinews.com/system/2009/03/13/002225517.shtml,anhuinews.com,最雄伟的塔：泾县大观塔-泾县大观塔-中安在线-徽文化,最 雄伟 的 塔 ： 泾县 大观 塔-泾 县 大 观塔 -,
http://cul.anhuinews.com/system/2009/03/13/002225554.shtml,anhuinews.com,晚上喝茶 头茶需要倒掉-喝茶-中安在线-徽文化,晚上 喝茶 头茶 需要 倒掉 - 喝茶 -,
http://cul.anhuinews.com/system/2009/03/13/002225556.shtml,anhuinews.com,用新鲜茶叶做的美味茶菜-茶叶-中安在线-徽文化,用 新鲜 茶叶 做 的 美味 茶菜 - 茶叶 -,
http://cul.anhuinews.com/system/2009/03/13/002225632.shtml,anhuinews.com,“粗茶淡饭”并非吃粗粮、素食-粗茶淡饭-中安在线-徽文化,“ 粗茶淡饭 ” 并非 吃 粗粮 、 素食 - 粗茶淡饭 -,
http://cul.anhuinews.com/system/2009/03/17/002227403.shtml,anhuinews.com,休宁发现169处古文物-休宁-中安在线-徽文化,休 宁 发现 169 处 古文物-休宁 -,
http://cul.anhuinews.com/system/2009/03/17/002227405.shtml,anhuinews.com,民俗庙会人气旺-庙会-中安在线-徽文化,民俗 庙会 人气 旺 - 庙会 -,
http://cul.anhuinews.com/system/2009/03/17/002227432.shtml,anhuinews.com,30余家酒店展徽菜宴中博会客商-徽菜-中安在线-徽文化,30 余 家 酒店 展徽 菜宴 中博会 客商 - 徽菜 -,
http://cul.anhuinews.com/system/2009/03/17/002227449.shtml,anhuinews.com,新房子，旧鞋子-原创文学-中安在线-徽文化,新 房子 ， 旧 鞋子 - 原创 文学 -,
http://cul.anhuinews.com/system/2009/03/17/002227475.shtml,anhuinews.com,砀山“以摸代敬”的酒风俗 -酒-中安在线-徽文化,砀山 “ 以 摸 代 敬 ” 的 酒 风俗 - 酒 -,
http://cul.anhuinews.com/system/2009/03/18/002228116.shtml,anhuinews.com,黄山徽州区建“徽文化风景”桥-徽文化-中安在线-徽文化,黄山 徽州区 建 “ 徽 文化 风景 ” 桥 -,
http://cul.anhuinews.com/system/2009/03/20/002229534.shtml,anhuinews.com,蔬菜还是“蒸”的好-蔬菜-中安在线-徽文化,蔬菜 还是 “ 蒸 ” 的 好 - 蔬菜 -,
http://cul.anhuinews.com/system/2009/03/20/002229562.shtml,anhuinews.com,你会挑选花草茶吗？-花草茶-中安在线-徽文化,你 会 挑选 花草 茶 吗 ？ - 花草 茶 -,
http://cul.anhuinews.com/system/2009/03/23/002230796.shtml,anhuinews.com,85岁花鼓戏传承人的心愿-花鼓戏-中安在线-徽文化,85 岁 花鼓戏 传承 人 的 心愿 - 花鼓戏 -,
http://cul.anhuinews.com/system/2009/03/23/002230857.shtml,anhuinews.com,合肥桥梁：水迢迢处有千桥-合肥-中安在线-徽文化,合肥 桥梁 ： 水 迢迢 处 有 千桥-合肥 -,
http://cul.anhuinews.com/system/2009/03/24/002231586.shtml,anhuinews.com,老吃客：梅雨与霉菜-梅雨-中安在线-徽文化,老 吃 客 ： 梅雨 与 霉菜-梅 雨 -,
http://cul.anhuinews.com/system/2009/03/27/002233782.shtml,anhuinews.com,天下第一菜的典故-天下第一菜-中安在线-徽文化,天下第一 菜 的 典故 - 天下第一 菜 -,
