url,segments,flag
http://www.360doc.com/content/09/1123/10/180914_9581906.shtml,"灯谜 艺术 的 文化 使命 | 灯谜 探究 - ◆徽风皖韵◆ 徽 风 皖韵 , 灯谜 , 射 虎 , 合肥 谜协 , 竞猜 , 庐...
",1
http://www.360doc.com/content/11/0813/10/1164894_140038795.shtml,"8 安徽省 宣城市 绩溪县 [ 徽州 文化 的 发源地 之一 称为 “ 徽 厨 之 乡 ” ， “ 无 徽 无成 镇 ， 无绩 不 成 街 ” ]
",1
http://www.360doc.com/content/12/0811/09/8413713_229534334.shtml,"安徽 徽 文化 慱物 馆 古代 大型 砚台 展
",1
http://www.360doc.com/content/11/0425/16/5392082_112221675.shtml,"从 家徽 看 日本 文化
",1
http://www.360doc.com/content/12/0622/11/2283188_219769669.shtml,"徽商 大 宅院 ， 展示 徽 文化 的 亮点 窗口
",1
http://www.360doc.com/content/13/1130/15/137012_333423074.shtml,"徽 文化 特点 是 什么 ？
",1
http://www.360doc.com/content/13/1219/08/8826950_338311295.shtml,"在 屯溪 感受 徽 文化
",1
http://www.360doc.com/content/09/1029/11/385412_8030999.shtml,"徽 文化 系列 之—— 东南 邹鲁 ” 今 何在
",1
http://www.360doc.com/content/15/1103/15/5896561_510448053.shtml,"美国 女巫 小镇 有 座 徽派 古建 ？ 原 是 从 休宁 整体 搬迁 的 “ 荫 余 堂 ” 已 成 徽 文化 对外 交流 窗口
",1
http://www.360doc.com/content/11/0725/15/1116828_135754949.shtml,"净土 文化 长廊 之西七 ： 净土宗 宗 徽 之 含义
",1
http://www.360doc.com/content/07/1215/22/51593_898599.shtml,"邓 君徽 : 倡导 风水 文化 有助于 强化 国民 环保 意识
",1
http://www.360doc.com/content/11/1213/21/8083010_172046209.shtml,"论 徽 文化 的 市场化 运作
",1
http://www.360doc.com/content/13/1130/14/137012_333418466.shtml,"徽 文化 ， 一 张 没有 打 好 的 牌
",1
http://www.360doc.com/content/14/0305/16/5719126_357953554.shtml,"用 学术 打造 地方 文化 名片 —— 看 安徽大学 徽学 研究 中心 如何 服务 文化 建设
",1
http://www.360doc.com/content/16/0329/23/150887_546398070.shtml,"《 徽州 文化 大 辞典 》 首发 徽 文化 首部 百科全书 式 工具书 问世
",1
http://www.360doc.com/content/14/0425/10/9243619_372044460.shtml,"（ 原创 ） 广 富 林 文化 遗址 公园 里 的 徽派 仿古 建筑
",1
http://www.360doc.com/content/15/0125/04/172950_443473293.shtml,"徽派 文化 / 安徽 文化
",1
http://www.360doc.com/content/14/0125/16/5896561_347806574.shtml,"《 大黄山 》 透视 ""徽 文化 "" 网友 盛赞 山里 山 外 皆 是 景
",1
http://www.360doc.com/content/10/0406/17/804736_21843235.shtml,"绩溪 踏青 寻找 徽派 文化 的 乡野 风情
",1
http://www.360doc.com/content/12/1227/07/7793103_256500015.shtml,"徽 文化
",1
http://www.360doc.com/content/15/1126/23/37063_516173118.shtml,"一蓑烟雨 梦 徽州丨 寻觅 徽派 文化 的 魅力 与 诗韵
",1
http://www.360doc.com/content/16/0422/21/7839659_552956008.shtml,"也 说 徽州 ｜徽 文化 ： 中国 封建社会 后期 的 典型 标本
",1
http://www.360doc.com/content/15/1123/11/8507568_515192160.shtml,"杭州市 学生 社团 文化 节节 徽 、 吉祥物 “ 十 选 五 ” 微 信 投票 结果 出炉 · 每日 商报
",1
http://www.360doc.com/content/15/0107/11/3133160_438838920.shtml,"南京 周 园 之 八 徽 文化 体验 中心
",1
http://www.360doc.com/content/16/0727/12/10603700_578721868.shtml,"葱哥 谈 建筑 文学 ： 徽派 建筑 和 “ 马头 ” 文化
",1
http://www.360doc.com/content/15/0420/16/20625606_464637332.shtml,"【 徽 雅 游艇 】 “ 2015 亚洲 游艇 航海 文化 历史 艺术周 ” 发布会 圆满 召开
",1
http://www.360doc.com/content/17/0111/10/5896561_621713161.shtml,"文化 寻踪 ： 在 金华 发现 江南 徽派 建筑
",1
http://www.360doc.com/content/16/0406/23/16731108_548451575.shtml,"《 文化 大百科 》 20150907 徽派 传统 建筑
",1
http://www.360doc.com/content/14/0915/16/8507568_409674263.shtml,"百年 徽派 老 建筑 翻建 为 文化 礼堂 · 杭州 日报
",1
http://www.360doc.com/content/16/0604/08/178359_564902668.shtml,"普评 制 点评 没有 徽州 哪 来安 徽 哪 来 徽 文化
",1
http://www.360doc.com/content/17/0102/10/37917246_619468125.shtml,"庄严 历史 、 文化 展示 系列 之 （ 11 ） —— 庄 振徽
",1
http://www.360doc.com/content/16/1010/15/28029384_597353740.shtml,"听 张 脉贤 先生 说 徽 文化
",1
http://www.360doc.com/content/12/0817/10/1302411_230628411.shtml,"承载 徽 人 文化 情怀 的 庄严 巨制
",1
http://www.360doc.com/content/16/0619/06/13708883_568922864.shtml,"中 国砚 文化 ： 第三 篇 地方 名砚 3.9. 徽 砚.2. - 3
",1
http://www.360doc.com/content/10/0901/18/492371_50442008.shtml,"徽派 建筑 的 风水 之 美 与 徽州 古 村落 里 的 风水 文化
",1
http://www.360doc.com/content/13/1002/19/13381122_318612564.shtml,"吴越 文化 与 徽 文化 在 皖南 的 交汇
",1
http://www.360doc.com/content/13/1130/15/137012_333420327.shtml,"谈谈 徽 文化 研究 的 现实 意义
",1
http://www.360doc.com/content/06/1014/21/10610_230619.shtml,"加强 城乡 规划 管理 弘扬 徽派 建筑 文化
",1
http://www.360doc.com/content/13/1130/15/137012_333422706.shtml,"“ 徽 文化 ” 2
",1
http://www.360doc.com/content/13/1130/15/137012_333421761.shtml,"徽 文化
",1
http://www.360doc.com/content/11/0424/12/2285590_111945375.shtml,"徽派 建筑 的 文化 意蕴 与 开发 价值
",1
http://www.360doc.com/content/11/0610/10/4160062_122859622.shtml,"黄山区 ， 徽 文化 的 发源地 之一 （ 实地 照片 为 证 ）
",1
http://www.360doc.com/content/09/0402/16/53460_2999613.shtml,"文化 名 镇_ 徽州 —— 风雅 山水 田园 ， 徽派 古建 长廊
",1
http://www.360doc.com/content/15/0915/06/13708883_499207851.shtml,"解读 徽派 民间 家具 文化
",1
http://www.360doc.com/content/13/0313/12/10819955_271226056.shtml,"（ 二十 世纪 中国 学术 文化 随笔 大 系 44 ） 《 张 舜 徽 学术 文化 随笔 》 周 国林 著
",1
http://www.360doc.com/content/09/0917/12/251039_6083196.shtml,"墨迹 徽州 作者 断 戈
",1
http://www.360doc.com/content/12/0313/20/2076189_194090022.shtml,"【 视频 】 中华 美食 - 八大 菜系 （ 鲁 、 川 、 苏 、 粤 、 浙 、 闽 、 湘 、 徽 ） 佳肴 品尝
",1
http://www.360doc.com/content/15/1229/09/14421628_523863000.shtml,"【 神秘 文化 】 中国 56 个 民族 标徽
",1
http://www.360doc.com/content/11/0212/12/1427567_92382430.shtml,"徽 杭 古道
",1
http://www.360doc.com/content/13/0826/20/11311924_310083666.shtml,"劉徽 之 徽 率 157÷50 及其 徽 密 率 3927÷1250 算出 之 法
",1
http://www.360doc.com/content/12/0324/08/253549_197167851.shtml,"徽 之 黄山 风景如画 的 天下第一 奇 山 全 攻略
",1
http://www.360doc.com/content/13/0828/09/112112_310402884.shtml,"【 徽派 古建 】 N O.3 保护 难 在 何处 ？
",1
http://www.360doc.com/content/10/1121/15/26141_71174842.shtml,"张 舜徽集
",1
http://www.360doc.com/content/13/0828/09/112112_310402733.shtml,"【 徽派 古建 】 N O.2 丁 建设 谈 徽派 古建 与 西安 古建
",1
