url,token title,flag
http://www.ahage.net/xuancheng/10664_3.html,"宣城 自古 诗人 地 —— 元 明 两 代 ( 3 )
",neg
http://www.ahage.net/xuancheng/13630.html,"宣城 蟹子山 的 传说
",neg
http://www.ahage.net/xuancheng/18353.html,"千年 凤凰 桥
",neg
http://www.ahage.net/xuancheng/22555.html,"适从 百八十 滩来—— 范成大 寄情 宁国 山水
",neg
http://www.ahage.net/xuancheng/5582_12.html,"宣城 历史 大事记 ( 12 )
",pos
http://www.ahage.net/xuancheng/5665.html,"宣城 水 东 蜜枣 名字 的 来历
",pos
http://www.ahage.net/xuancheng/5683.html,"郎溪县 境 地震 及 周边 地区 地震 影响 记录
",neg
http://www.ahage.net/xuancheng/5728_12.html,"广德县 历史 大事记 ( 12 )
",neg
http://www.ahage.net/xuancheng/5774.html,"广德 地区 丧葬 习俗
",neg
http://www.ahage.net/xuancheng/5812.html,"宁国 地区 古 遗址 、 古 墓葬
",neg
http://www.ahage.net/xuancheng/5823.html,"宁国 地区 的 民间 禁忌
",neg
http://www.ahage.net/xuancheng/5923.html,"绩溪县 名 的 来历
",pos
http://www.ahage.net/xuetang/18359.html,"如何 贴 春联
",neg
http://www.ahage.net/xuetang/18370.html,"春联 趣闻 ： 油车 工 对 倒 李白
",neg
http://www.ahage.net/zatan/868_3.html,"安徽 ， 不要 让 你 的 孩子 再 失望 了 ( 3 )
",neg
http://www.ahage.net/zatan/868_7.html,"安徽 ， 不要 让 你 的 孩子 再 失望 了 ( 7 )
",neg
http://www.ahage.net/zhuanti/gushi/15505.html,"珍珠 翡翠 白 玉汤
",neg
http://www.ahage.net/zhuanti/gushi/15516_8.html,"鲶鱼 洼 的 故事 ( 8 )
",neg
http://www.ahage.net/zhuanti/gushi/17204.html,"读书 先生 吃 麻 饼
",neg
http://www.ahage.net/zhuanti/gushi/17210.html,"红庙 镇 金龟
",neg
http://www.ahage.net/zhuanti/gushi/18185.html,"旌德 民间 故事 —— 石 井 里 的 传说
",pos
http://www.ahage.net/zhuanti/gushi/18456.html,"旌德 清官 廉吏 故事 —— “ 钦 免 养 马 ”
",pos
http://www.ahage.net/zhuanti/gushi/18458.html,"关于 留 杯 荡 的 二则 民间 传说 及 其它
",neg
http://www.ahage.net/zhuanti/gushi/18494.html,"宣城 民间 故事 —— 金牛·索埂·望凤楼
",pos
http://www.ahage.net/zhuanti/gushi/18544.html,"枞阳 浮山 传说 —— 远 公 神槎
",neg
http://www.ahage.net/zhuanti/gushi/18545.html,"朱 作鼎 飞 刻 “ 一 线 天 ”
",neg
http://www.ahage.net/zhuanti/gushi/18547.html,"枞阳 浮山 凤凰 松 的 传说
",neg
http://www.ahage.net/zhuanti/gushi/18549.html,"枞阳 浮山 飞来石 传说
",neg
http://www.ahage.net/zhuanti/gushi/18867.html,"齐云山 民间 故事 —— 百鸟衔 泥塑 玄帝
",pos
http://www.ahage.net/zhuanti/gushi/18869.html,"齐云山 民间 故事 —— 华佗 与 梦 真桥
",pos
http://www.ahage.net/zhuanti/gushi/18873.html,"齐云山 民间 故事 —— 唐 伯虎 仗义 撰 碑铭
",pos
http://www.ahage.net/zhuanti/gushi/21348.html,"岳西 响 肠 民间 故事 —— 巧 媳妇 智斗 县太爷
",neg
http://www.ahage.net/zhuanti/gushi/21424.html,"望夫石 的 传说
",neg
http://www.ahage.net/zhuanti/gushi/21818.html,"郎溪 民间 故事 —— 怪 仙 奇 医 徐 长卿
",neg
http://www.ahage.net/zhuanti/gushi/22987.html,"俗语 “ 人为财死 ， 鸟为食亡 ” 的 由来
",neg
http://www.ahage.net/zhuanti/gushi/22989.html,"“ 来 龙山 ” 和 “ 龙眼 井 ” 的 传说
",neg
http://www.ahage.net/zhuanti/hzjs/16574.html,"徽州 的 平民 工匠
",pos
http://www.ahage.net/zhuanti/hzjs/29659.html,"摸 纸牌
",neg
http://www.ahage.net/zhuanti/lhz/11607_3.html,"“ 淮 军 余孽 ” ： 李鸿章 留给 袁 世凯 的 丰厚 遗产 ( 3 )
",neg
http://www.ahage.net/zhuanti/lhz/12634_3.html,"李 鸿章 访 美 趣事 ： 随行 厨师 成 了 神秘 人物 ( 3 )
",neg
http://www.ahage.net/zhuanti/lhz/14043.html,"晚清 时 曾国藩 与 李鸿 章 的 微妙 情谊
",neg
http://www.ahage.net/zhuanti/lhz/19824.html,"李鸿 章回皖 办 团练
",neg
http://www.ahage.net/news/18808.html,"安徽 国际 老子 文化 交流 协会 成立
",neg
http://www.ahage.net/news/19292.html,"寿县 宋代 古 城墙 复建 工程 获得 新 进展
",neg
http://www.ahage.net/news/19396.html,"三河 第九 届 民间 文化 艺术节 明日 拉开 序幕
",neg
http://www.ahage.net/news/19416_2.html,"安庆 文化馆 开展 送 文化 演出季 （ 组图 ） ( 2 )
",neg
http://www.ahage.net/news/19416_3.html,"安庆 文化馆 开展 送 文化 演出季 （ 组图 ） ( 3 )
",neg
http://www.ahage.net/news/19424.html,"繁昌 荻 港 社区 居民 红 歌声 迎 新春 ( 组图 )
",neg
http://www.ahage.net/news/19624.html,"蚌埠市 首 届 十 大 优秀 灯 班子 展演 侧记
",neg
http://www.ahage.net/news/19916.html,"安庆 岳西县 将 再 办 映山红 旅游 文化 月
",neg
http://www.ahage.net/news/19969.html,"铜陵 山野 竹林 发现 清高 官墓 （ 图 ）
",neg
http://www.ahage.net/news/20028.html,"安徽 704 个 文化站 成为 农民 “ 充电 ” 课堂
",neg
http://www.ahage.net/news/20282.html,"安徽省 古籍 保护 工作 成绩 斐然
",neg
http://www.ahage.net/news/20292.html,"老 省府 安庆 古树名木 只 挂牌 难 保护
",neg
http://www.ahage.net/news/20317.html,"张 启根 ： 从 忧患 到 责任 的 民间 环保 守望者
",neg
http://www.ahage.net/news/20379.html,"合肥市 社科联 召开 六 代 会 社科 专家 回应 热门 话题
",neg
http://www.ahage.net/news/20385.html,"祝 三 路 会 ： 百年 传承 守护 徽 杭 古道 ( 图 )
",neg
http://www.ahage.net/news/20482.html,"卫立煌 故居 10月 或将 完工 可 赏 民国 建筑群
",neg
http://www.ahage.net/news/20517.html,"我省 将 分批 对 零散 烈士 纪念 设施 实施 抢救 保护
",neg
http://www.ahage.net/news/20589.html,"徽州 府衙 修复 一 期 工程 基本 完工 （ 组图 ）
",pos
http://www.ahage.net/news/21124.html,"李 鸿章 恩师 刘 福庆 宗祠 被 修 坏 改变 了 原貌
",neg
http://www.ahage.net/news/21446.html,"弱 冠 系 虏请 长缨 一 位 远征军 老兵 的 非凡 经历
",neg
http://www.ahage.net/news/21901.html,"青阳 尚书墓 荒芜 不堪 亟待 保护
",neg
http://www.ahage.net/news/22581.html,"合肥 现存 最 古老 三 拱桥 桥体 严重 偏移
",neg
http://www.ahage.net/news/22798.html,"黄山 14 幢 古建 构件 路边 躺 3 年 保护 现状 令 人 痛心
",pos
http://www.ahage.net/news/23119.html,"第五 届 中国 （ 宣城 ） 文房四宝 文化 旅游节 即将 开幕
",neg
http://www.ahage.net/news/23435.html,"合肥 拟建 李 鸿章 研究 中心 用 史实 还原 “ 李 合肥 ”
",neg
http://www.ahage.net/news/23477_2.html,"休宁 万安 罗 盘 北京 文博会 再 获 “ 金奖 ” ( 2 )
",pos
http://www.ahage.net/news/23478.html,"旌德县 文化馆 设立 非 遗 展示 厅
",pos
http://www.ahage.net/news/23485.html,"阜阳 三 县 市 被 命名 为 中国 民间 文化 艺术 之 乡
",neg
http://www.ahage.net/news/23585.html,"太湖县 农村 文化 体育 事业 蓬勃 发展
",neg
http://www.ahage.net/news/24073.html,"合肥市 杨 增权 副 市长 调研 蜀山 区 民营 文化 企业
",neg
http://www.ahage.net/news/24092.html,"中国 三河 第十 届 民间 文化 艺术节 隆重 开幕
",neg
http://www.ahage.net/news/24100.html,"合肥 全市 近 2000 处 文物点 登记在册
",neg
http://www.ahage.net/news/24112_2.html,"凤阳 民间 民俗 展演 喜迎 新春 （ 组图 ） ( 2 )
",neg
