url,token title,flag
http://www.ahage.net/whz/31069.html,"这个 夏天 ， 你 不 留守
",neg
http://www.ahage.net/whz/31079.html,"凤阳 文 广 新 局 召开 溺水 安全 管理 工作 会议
",neg
http://www.ahage.net/whz/31147.html,"双沟 镇 文化 民生 工程 群众 受益
",neg
http://www.ahage.net/whz/31225.html,"凤阳县 对 明 皇陵 石刻 文化 全方位 保护性 修复
",neg
http://www.ahage.net/whz/31285.html,"大湖 名城 ， 书香 庐州 ： 阅读 ， 让 城市 更 精彩
",neg
http://www.ahage.net/whz/31332.html,"杨果 调研 我区 农民 文化 乐园 建设 情况
",neg
http://www.ahage.net/whz/31333.html,"凤阳 召开 明 中 都城 考古 遗址 公园 建设 项目 会议
",neg
http://www.ahage.net/whz/31353.html,"郊区 文化馆 原创 音乐 作品 成绩 喜人
",neg
http://www.ahage.net/whz/31370.html,"环 峰 镇 农技站 加强 水稻 病虫害 防治工作
",neg
http://www.ahage.net/whz/31421.html,"皖赣 闽 主流 媒体 热 赞 铜陵 感受 铜 文化
",neg
http://www.ahage.net/whz/31428.html,"凤阳 文 广 新 旅局 安排 乡贤 文化 资源 调查 工作
",neg
http://www.ahage.net/whz/31481.html,"菖蒲 农民 自 建 露天 游泳池
",neg
http://www.ahage.net/whz/31526.html,"凤阳 360 余 名 出租车 驾驶员 继 教 培训 开 训
",neg
http://www.ahage.net/whz/31732.html,"天长市 开展 “ 扫黄打非 护 苗 2015 ” 专项 集中 行动
",neg
http://www.ahage.net/whz/31880.html,"全椒 县 迎接 国家 民政部 千 年 古县 检查 验收 工作
",neg
http://www.ahage.net/whz/31930.html,"张店 冬瓜 远 浙江 平阳
",neg
http://www.ahage.net/whz/31962.html,"大手 牵 小 手 爱心 暖 童心
",neg
http://www.ahage.net/whz/32047.html,"古城镇 拿 出 84万 元 提高 村干部 待遇
",neg
http://www.ahage.net/whz/32048.html,"旌德县 三 溪 镇 路西 村 举办 首 届 “ 邮政 杯 ” 广场 舞
",neg
http://www.ahage.net/whz/32049.html,"南粤 商海 弄潮 回报 桑梓 情 深
",neg
http://www.ahage.net/wuhu/12852.html,"黄 钺与 镜 湖 名园
",neg
http://www.ahage.net/wuhu/14187_8.html,"芜湖 人物 传略 （ 芜湖 近现代 名人 之 二 ） ( 8 )
",neg
http://www.ahage.net/wuhu/18907.html,"张 孝祥 与 芜湖
",neg
http://www.ahage.net/wuhu/22448.html,"广东 农民 运动 讲习所 与 芜湖 农民 运动
",neg
http://www.ahage.net/wuhu/22913.html,"繁昌 文物 ： 文明 历史 的 足迹
",neg
http://www.ahage.net/wuhu/6235.html,"日寇 在 南阳村 的 罪行
",neg
http://www.ahage.net/wuhu/6237.html,"芜湖 易 太 “ 义冢 地 ” 的 由来
",neg
http://www.ahage.net/wuhu/6262.html,"徐 灿如 小传
",neg
http://www.ahage.net/wuhu/6263_3.html,"风雨 六十 年 回忆 片断 ( 3 )
",neg
http://www.ahage.net/wuhu/6263_7.html,"风雨 六十 年 回忆 片断 ( 7 )
",neg
http://www.ahage.net/xuancheng/1000_11.html,"安徽 宣城市 历代 名人 ( 大全 ) ( 11 )
",neg
http://www.ahage.net/xuancheng/18049.html,"古往今来 说 宣城 —— 陵 阳县
",pos
http://www.ahage.net/xuancheng/18306_12.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 12 )
",neg
http://www.ahage.net/xuancheng/18306_14.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 14 )
",neg
http://www.ahage.net/xuancheng/18306_17.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 17 )
",neg
http://www.ahage.net/xuancheng/18306_4.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 4 )
",neg
http://www.ahage.net/xuancheng/18306_5.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 5 )
",neg
http://www.ahage.net/xuancheng/18306_9.html,"欧阳 季 元 回忆录 ： 我 的 这 一 辈子 ( 9 )
",neg
http://www.ahage.net/xuancheng/18313.html,"陈 毅 在 茂林
",neg
http://www.ahage.net/xuancheng/18420.html,"宣城 地区 普及 九年制 义务教育 工作 的 回顾
",neg
http://www.ahage.net/xuancheng/21715.html,"《 郎溪 民间 传说 》 序言
",neg
http://www.ahage.net/xuancheng/22054_3.html,"绩溪 县城 “ 西关 古 里 ” 考 ( 3 )
",pos
http://www.ahage.net/xuancheng/22173.html,"惊奇 之 预言 风水 之 绝唱 —— 江 村 《 金鳌江氏 风水 阐释 碑 》 探析
",pos
http://www.ahage.net/xuancheng/24323.html,"古往今来 说 宣城 —— 故 鄣县
",pos
http://www.ahage.net/xuancheng/24377.html,"宁国府 名臣 罗 汝芳
",neg
http://www.ahage.net/xuancheng/25491.html,"飞 鲤桥 的 传说
",neg
http://www.ahage.net/xuancheng/25837.html,"郎溪县 革命 旧址
",neg
http://www.ahage.net/xuancheng/29407.html,"青 龙湾 历史 文化 延 存 初探 （ 一 ）
",neg
http://www.ahage.net/xuancheng/5595.html,"宣城 地区 历史 上 的 古 城池
",pos
http://www.ahage.net/xuancheng/5728_16.html,"广德县 历史 大事记 ( 16 )
",neg
http://www.ahage.net/xuancheng/996.html,"2001年 5月 21日 江 泽民 安徽 旌德 江 村 行记
",neg
http://www.ahage.net/xuetang/18357.html,"我国 百姓 的 春联 情结
",neg
http://www.ahage.net/xuetang/18361.html,"春联 发展史 上 的 重要 人物 —— 朱熹
",pos
http://www.ahage.net/xuetang/18387.html,"联律 通则 别本
",neg
http://www.ahage.net/xuetang/18583.html,"浅 谈 春联 的 平仄
",neg
http://www.ahage.net/xuetang/27137.html,"清代 太监 骂 官 是 有 价格 的
",neg
http://www.ahage.net/xuetang/4093.html,"19 世纪 中后期 中国 的 边疆 危机 局 势图
",neg
http://www.ahage.net/xuetang/4100.html,"历史 传说 中 的 名 马 —— 古代 名人 的 坐骑
",neg
