url,token title,flag
http://cul.anhuinews.com/system/2009/02/05/002202174.shtml,"近 万 群众 喜 逛 琅琊 庙会 - 琅琊 -
",neg
http://cul.anhuinews.com/system/2009/02/09/002204684.shtml,"男子汉 的 叠罗汉 - 叠罗汉 -
",neg
http://cul.anhuinews.com/system/2009/02/12/002207073.shtml,"李 鸿章 选 女婿 ――― 挑花眼 - 李鸿章 -
",neg
http://cul.anhuinews.com/system/2009/02/13/002208253.shtml,"民间 艺人 ： “ 扎匠 ” 老胡 - 剪纸 -
",neg
http://cul.anhuinews.com/system/2009/02/16/002209306.shtml,"春天 喝 什么 茶 最 健康 - 喝茶 -
",neg
http://cul.anhuinews.com/system/2009/02/18/002210999.shtml,"亚明 笔下 的 黄山 黄山图-亚明-
",neg
http://cul.anhuinews.com/system/2009/02/19/002211752.shtml,"“ 徽州 文化 生态 保护区 ” 拟 签约 - 徽州 -
",pos
http://cul.anhuinews.com/system/2009/02/19/002211762.shtml,"宣纸 : “ 纸 寿 千 年 - 宣纸 -
",pos
http://cul.anhuinews.com/system/2009/02/20/002212701.shtml,"100 座 城市 的 特色 小吃 精选 - 特色 小吃 -
",neg
http://cul.anhuinews.com/system/2009/02/24/002214824.shtml,"换季 需 多 吃 韭菜 少 吃 黄瓜 - 韭菜 -
",neg
http://cul.anhuinews.com/system/2009/02/25/002215608.shtml,"资本论 中 提到 的 唯一 的 一 位 中国 人 ： 王 茂荫 - 王 茂荫-
",pos
http://cul.anhuinews.com/system/2009/02/26/002216501.shtml,"研究 发现 站 姿 吃饭 最 科学 - 吃饭 -
",neg
http://cul.anhuinews.com/system/2008/01/15/001932432.shtml,"中国 文联 送 欢乐 到 安徽 绩溪 - 文联 , 绩溪 -
",pos
http://cul.anhuinews.com/system/2008/01/15/001932767.shtml,"徽菜 之 乡 昨端 美食 盛宴 徽 厨 技师 学院 在 绩溪 揭牌 - 徽菜 -
",pos
http://cul.anhuinews.com/system/2008/01/15/001932828.shtml,"中草药 瘦身 茶 配方 揭秘 - 中草药 , 瘦身 -
",neg
http://cul.anhuinews.com/system/2008/01/15/001932922.shtml,"花草 茶 “ 混 搭 ” 别 超 3 种 - 花草 茶 -
",neg
http://cul.anhuinews.com/system/2008/01/15/001932928.shtml,"女性 喝 浓绿 茶 可 缓解 经 前头 痛 - 绿茶 -
",neg
http://cul.anhuinews.com/system/2008/01/15/001932932.shtml,"茶叶 选购 的 基本 知识 - 茶叶 -
",neg
http://cul.anhuinews.com/system/2008/01/15/001932939.shtml,"怎样 判断 新茶 与 陈 茶 ? - 新茶 , 陈 茶-
",neg
http://cul.anhuinews.com/system/2008/01/15/001932966.shtml,"陈 年普洱 的 收藏 与 品级 - 普洱茶 , 收藏 -
",neg
http://cul.anhuinews.com/system/2008/01/16/001933578.shtml,"中 美 饮食 习惯 优劣 比较 - 中 美 饮食 习惯 , 美食 文化 -
",neg
http://cul.anhuinews.com/system/2008/01/16/001933586.shtml,"婚宴 敬酒 礼仪 - 婚宴 敬酒 礼仪 , 美食 文化 -
",neg
http://cul.anhuinews.com/system/2008/01/16/001933630.shtml,"板栗 仔鸡 - 板栗 仔鸡 做法 , 徽菜 食谱 -
",pos
http://cul.anhuinews.com/system/2008/01/16/001933672.shtml,"茉莉花茶 的 传说 - 茉莉花茶 -
",neg
http://cul.anhuinews.com/system/2008/01/16/001933772.shtml,"冬天 的 早晨 - 冬天 -
",neg
http://cul.anhuinews.com/system/2008/01/17/001935203.shtml,"黄宾虹 ---- 笔墨 雄奇 树 新风 --
",pos
http://cul.anhuinews.com/system/2008/01/31/001943172.shtml,"安徽 年产 茶 6.6万 吨 产值 20亿- 茶叶 , 岳西 -
",neg
http://cul.anhuinews.com/system/2008/01/31/001943381.shtml,"提篮 春光 看 妈妈 - 皖籍 原创 ， 石 象 斌 -
",neg
http://cul.anhuinews.com/system/2008/01/31/001943382.shtml,"上帝之手 - 皖籍 原创 -
",neg
http://cul.anhuinews.com/system/2008/01/31/001943396.shtml,"不为人知 的 泡茶 秘 决 - 泡茶 -
",neg
http://cul.anhuinews.com/system/2008/01/31/001943399.shtml,"春茶 , 夏 茶 与 秋 茶 的 识别 - 春茶 , 夏 茶 , 秋 茶 , 茶叶 -
",neg
http://cul.anhuinews.com/system/2008/01/31/001943401.shtml,"冲泡 一壶 甘美 红茶 的 秘诀 - 红茶 -
",neg
http://cul.anhuinews.com/system/2008/02/15/001949481.shtml,"绩溪县 宅 坦 建成 全省 首 个 村级 陈列室 - 绩溪 -
",pos
http://cul.anhuinews.com/system/2008/02/15/001949957.shtml,"徽州 ""上九""庙会 申报 国家 传统 节日 保护 项目 - 徽州 , 上 九 庙会 -
",pos
