url,token title,flag
http://cul.anhuinews.com/system/2014/08/29/006530423.shtml,"民盟 安徽省 书画院 书画家 公益 捐赠 书画 作品
",neg
http://cul.anhuinews.com/system/2014/09/22/006552124.shtml,"《 时代 发现 》 荣膺 “ 中国 最 美 期刊 ” “ 中国 邮政 发行 畅销 报刊 ” 两 大 殊荣
",neg
http://cul.anhuinews.com/system/2014/10/10/006566351.shtml,"为 大 老板 立传
",neg
http://cul.anhuinews.com/system/2014/10/27/006581154.shtml,"刘 政屏 《 以 书 的 名义 聚会 》 在 肥 首发
",neg
http://cul.anhuinews.com/system/2014/11/04/006588614.shtml,"文艺 批评 是 文艺 创作 的 “ 体检 师 ” 、 “ 保健员 ”
",neg
http://cul.anhuinews.com/system/2014/12/04/006616219.shtml,"“ 扁担 戏 ” 传人 朱 允德 ： 不 能 让 技艺 失传
",neg
http://cul.anhuinews.com/system/2015/01/02/006643392.shtml,"“ 小 倒 戏 ” 也 有 春天 上 得 了 大型 剧场 下 得 了 农村 稻场
",neg
http://cul.anhuinews.com/system/2015/03/25/006730312.shtml,"精彩 少儿 图书 推荐
",neg
http://cul.anhuinews.com/system/2015/04/11/006752832.shtml,"季 宇 《 淮 军 四十 年 》 作品 研讨会 在 肥 召开
",neg
http://cul.anhuinews.com/system/2015/04/23/006769944.shtml,"中国 葡萄酒 首 登 世界 顶级 豪华 邮轮
",neg
http://cul.anhuinews.com/system/2015/04/29/006777052.shtml,"中央 人民 广播 电台 力 推 《 淮 军 四十 年 》
",neg
http://cul.anhuinews.com/system/2015/05/27/006813233.shtml,"季 宇 新作 《 勇敢者 的 精神 》 出版
",neg
http://cul.anhuinews.com/system/2015/06/12/006834393.shtml,"书香 安徽 阅读 季 ： 著名 作家 许辉 推荐 书目
",neg
http://cul.anhuinews.com/system/2015/06/12/006834402.shtml,"书香 安徽 阅读 季 ： 著名 作家 赵 宏兴 推荐 书目
",neg
http://cul.anhuinews.com/system/2015/06/26/006851623.shtml,"书香 安徽 阅读 季 ： 著名 作家 季 宇 推荐 书目
",neg
http://cul.anhuinews.com/system/2015/07/15/006876086.shtml,"《 郭 因 美学 选集 》 出版
",neg
http://cul.anhuinews.com/system/2015/11/30/007106109.shtml,"中国 葡萄酒 走 出 国际 范 “ 海外 军团 ” 纷纷 加盟
",neg
http://cul.anhuinews.com/system/2015/12/01/007107908.shtml,"许辉 率 中国 作家 代表团 访问 日本
",neg
http://cul.anhuinews.com/system/2016/01/05/007161362.shtml,"从 《 大圣 归来 》 到 《 小 门神 》 : 改编 古老 传说 需要 现代 思维
",neg
http://cul.anhuinews.com/system/2016/01/05/007161394.shtml,"用 36 年 编写 1 部 小 语种 词典 车 洪 才 : 不 能 说 国家 忘 了 这 件 事
",neg
http://cul.anhuinews.com/system/2016/01/05/007161628.shtml,"省 文化馆 与 安徽大学 艺术 与 传播 学院 签订 产学研 合作 协议
",neg
http://cul.anhuinews.com/system/2016/01/06/007164052.shtml,"悬疑 片 热 映 “ 各 流派 推理 小说书 单 ” 走红 （ 图 ）
",neg
http://cul.anhuinews.com/system/2016/01/07/007165402.shtml,"诗歌 式微 诗人 怎么 生活 ？ 许多 诗人 转向 小说 创作
",neg
http://cul.anhuinews.com/system/2016/01/11/007171272.shtml,"国家级 非物质 文化 遗产 项目 : 徽州 民歌
",pos
http://cul.anhuinews.com/system/2016/01/12/007173136.shtml,"国家级 非物质 文化 遗产 : 徽剧
",pos
http://cul.anhuinews.com/system/2016/01/12/007173138.shtml,"国家级 非物质 文化 遗产 : 黄梅戏
",neg
http://cul.anhuinews.com/system/2016/01/12/007173170.shtml,"国家级 非物质 文化 遗产 : 庐 剧
",neg
http://cul.anhuinews.com/system/2016/01/12/007173172.shtml,"国家级 非物质 文化 遗产 : 泗州戏
",neg
http://cul.anhuinews.com/system/2016/01/12/007173173.shtml,"国家级 非物质 文化 遗产 : 青阳 腔
",neg
http://cul.anhuinews.com/system/2016/01/12/007173174.shtml,"国家级 非物质 文化 遗产 : 岳西 高腔
",neg
http://cul.anhuinews.com/system/2016/01/12/007173175.shtml,"国家级 非物质 文化 遗产 : 徽州 目 连戏
",pos
http://cul.anhuinews.com/system/2016/01/12/007173177.shtml,"国家级 非物质 文化 遗产 : 贵池 傩戏
",neg
