url,token title,flag
http://www.ahage.net/html/shiping/22193.html,"“ 文化 啃老 ” 有 前途 吗 ？
",neg
http://www.ahage.net/html/shiping/25124.html,"对待 文化 遗产 莫 急功近利
",neg
http://www.ahage.net/html/shiping/25406.html,"中国 文化 仍 存 短视 现象 需要 发掘 文化 想象力
",neg
http://www.ahage.net/html/shiping/31351.html,"中国 汉服 协会 长 谈 汉服 ： 古人 穿 错 要 被 问 责
",neg
http://www.ahage.net/html/shiping/31450.html,"万历 年间 的 明朝 宫廷 ： 宫女 为何 会 恋 上 太监 ？
",neg
http://www.ahage.net/html/tuijian/12345.html,"善恶 报应 终 有期 —— 胡 家山 激战 背后 的 故事
",neg
http://www.ahage.net/html/tuijian/25574.html,"路 亭 —— 丢失 的 文化
",neg
http://www.ahage.net/html/tuijian/27052.html,"七律 · 飞镖 飞石 赋
",neg
http://www.ahage.net/html/tuijian/27117_10.html,"聂 圣哲 《 旅 美 小事 》 读后感 ( 10 )
",neg
http://www.ahage.net/html/tuijian/27117_2.html,"聂 圣哲 《 旅 美 小事 》 读 后 感 ( 2 )
",neg
http://www.ahage.net/html/tuijian/27117_3.html,"聂 圣哲 《 旅 美 小事 》 读 后 感 ( 3 )
",neg
http://www.ahage.net/html/tuijian/27117_5.html,"聂 圣哲 《 旅 美 小事 》 读 后 感 ( 5 )
",neg
http://www.ahage.net/html/tuijian/27117_8.html,"聂 圣哲 《 旅 美 小事 》 读 后 感 ( 8 )
",neg
http://www.ahage.net/html/tuijian/27117_9.html,"聂 圣哲 《 旅 美 小事 》 读 后 感 ( 9 )
",neg
http://www.ahage.net/huaibei/huaibeizhanzheng_3.html,"淮北市 近代 历史 上 发生 的 主要 战争 ( 3 )
",neg
http://www.ahage.net/huaibei/suixinianjun_4.html,"捻军 在 濉溪县 所 进行 的 各种 斗争 和 战事 ( 4 )
",neg
http://www.ahage.net/huaibei/suixinianjun_5.html,"捻军 在 濉溪县 所 进行 的 各种 斗争 和 战事 ( 5 )
",neg
http://www.ahage.net/huainan/8257.html,"淮南 铁路 史话
",neg
http://www.ahage.net/huangmei/14423.html,"黄梅戏 表演 艺术家 韩 再芬
",neg
http://www.ahage.net/huangmei/16112_2.html,"严 凤 英 的 角色 创造 与 黄梅戏 的 剧目 建设 ( 2 )
",neg
http://www.ahage.net/huangmei/16112_5.html,"严 凤 英 的 角色 创造 与 黄梅戏 的 剧目 建设 ( 5 )
",neg
http://www.ahage.net/huangmei/16745_2.html,"严 凤英 唱腔 艺术 简介 ( 2 )
",neg
http://www.ahage.net/huangmei/16745_3.html,"严 凤英 唱腔 艺术 简介 ( 3 )
",neg
http://www.ahage.net/huangmei/16745_8.html,"严 凤英 唱腔 艺术 简介 ( 8 )
",neg
http://www.ahage.net/huangmei/24226_2.html,"黄梅戏 《 卖 油 郎 与 花魁 女 》 （ 在线 视频 ） ( 2 )
",neg
http://www.ahage.net/huangshan/1381.html,"黄山 黟县 县志 沿革 与 今日 发展 概况
",pos
http://www.ahage.net/huangshan/17769.html,"休宁 齐 宁 街 往事
",pos
http://www.ahage.net/huangshan/21031.html,"黟县 西递村 古代 楹联 欣赏
",pos
http://www.ahage.net/huangshan/22218.html,"千 年 五 城 古镇 风
",pos
http://www.ahage.net/huangshan/22219.html,"休宁 五 城 老街 印象
",pos
http://www.ahage.net/huangshan/23196.html,"黟县 百 户 村名 典故
",pos
http://www.ahage.net/huangshan/23354.html,"红色 圣地 石 屋坑
",neg
http://www.ahage.net/huangshan/23534.html,"休宁 溪口 “ 关帝庙 ”
",pos
http://www.ahage.net/huangshan/23688.html,"除夕 旧事
",neg
http://www.ahage.net/huangshan/24577.html,"武当山 名果 “ 榔梅 ” 出自 安徽 齐云山
",pos
http://www.ahage.net/huangshan/6531.html,"黄山 六 角楼 楼顶 的 故事
",pos
http://www.ahage.net/huangshan/7035_4.html,"祁门 历史 人物 （ 大全 ） 传记 ( 4 )
",neg
http://www.ahage.net/huicai/2211_2.html,"亳州 小吃 ( 2 )
",neg
http://www.ahage.net/huidiao/huidiaoshoucangjingpin-qingdaimutongtu-yidui.html,"徽 雕 收藏 精品 ： 清代 牧童 图 ( 一 对 )
",pos
http://www.ahage.net/huipaijianzhu/13951_2.html,"枞阳 人 钱 如 京 建 钱 牌楼 牌坊 素描 （ 组图 ） ( 2 )
",neg
http://www.ahage.net/huipaijianzhu/13951_3.html,"枞阳 人 钱 如 京 建 钱 牌楼 牌坊 素描 （ 组图 ） ( 3 )
",neg
http://www.ahage.net/huipaijianzhu/15212.html,"明代 徽派 民居 佳 构 五 教堂
",pos
http://www.ahage.net/huipaijianzhu/4921_2.html,"聚集 在 黄山 屯溪 老街 的 徽派 建筑 ( 2 )
",pos
http://www.ahage.net/huipaijianzhu/4921_5.html,"聚集 在 黄山 屯溪 老街 的 徽派 建筑 ( 5 )
",pos
http://www.ahage.net/huipaijianzhu/4921_6.html,"聚集 在 黄山 屯溪 老街 的 徽派 建筑 ( 6 )
",pos
http://www.ahage.net/huipaijianzhu/4923.html,"徽派 建筑 创新 要 有 突破
",pos
http://www.ahage.net/huipaijianzhu/6845.html,"徽州 民国 第一 祠——贞 一 堂
",pos
http://www.ahage.net/huishang/1039_4.html,"徽商 的 悲喜剧 ( 4 )
",pos
http://www.ahage.net/huishang/1039_5.html,"徽商 的 悲喜剧 ( 5 )
",pos
http://www.ahage.net/huishang/11229.html,"芜湖 纺织业 发展 特色
",neg
http://www.ahage.net/huishang/22166.html,"缎铺 掌柜 张 黄狗
",neg
http://www.ahage.net/huishang/5000.html,"徽商 与 税收
",pos
http://www.ahage.net/huishang/6578.html,"歙县 徽商 的 利润 流向
",pos
http://www.ahage.net/image/11396.html,"亳州 高跷
",neg
http://www.ahage.net/image/14422_11.html,"雷 锋 老 照片 全集 （ 组图 ） ( 11 )
",neg
http://www.ahage.net/image/14422_14.html,"雷 锋 老 照片 全集 （ 组图 ） ( 14 )
",neg
http://www.ahage.net/image/14422_18.html,"雷 锋 老 照片 全集 （ 组图 ） ( 18 )
",neg
http://www.ahage.net/image/14422_21.html,"雷 锋 老 照片 全集 （ 组图 ） ( 21 )
",neg
http://www.ahage.net/image/14422_23.html,"雷 锋 老 照片 全集 （ 组图 ） ( 23 )
",neg
